Project,FileName,ASMRV,EILC,HCL,LRA,MMM,NCOE,NHE,NSL,NURP,PEO,TMC,TMS,UNMD,UNMI,UP,Changed
pljava-V1_4_3,src/java/pljava/org/postgresql/pljava/internal/TriggerData.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pljava-V1_4_3,src/C/include/pljava/type/HeapTupleHeader.h,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pljava-V1_4_3,src/C/pljava/type/TupleDesc.c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pljava-V1_4_3,src/C/pljava/type/Portal.c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
pljava-V1_4_3,src/java/pljava/org/postgresql/pljava/internal/SPI.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
pljava-V1_4_3,src/java/pljava/org/postgresql/pljava/jdbc/SQLOutputToChunk.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
pljava-V1_4_3,src/C/pljava/type/Relation.c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pljava-V1_4_3,src/java/pljava/org/postgresql/pljava/internal/HeapTupleHeader.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
pljava-V1_4_3,src/C/pljava/SQLOutputToChunk.c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pljava-V1_4_3,src/java/pljava/org/postgresql/pljava/internal/AclId.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pljava-V1_4_3,src/C/include/pljava/JNICalls.h,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pljava-V1_4_3,src/C/pljava/SQLInputFromTuple.c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pljava-V1_4_3,src/C/pljava/SubXactListener.c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pljava-V1_4_3,src/java/pljava/org/postgresql/pljava/internal/Tuple.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
pljava-V1_4_3,src/C/pljava/SPI.c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pljava-V1_4_3,src/java/pljava/org/postgresql/pljava/internal/ExecutionPlan.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
pljava-V1_4_3,src/C/pljava/ExecutionPlan.c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pljava-V1_4_3,src/java/pljava/org/postgresql/pljava/jdbc/SQLInputFromTuple.java,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
pljava-V1_4_3,src/C/pljava/Invocation.c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pljava-V1_4_3,src/java/pljava/org/postgresql/pljava/internal/XactListener.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
pljava-V1_4_3,src/C/pljava/type/TriggerData.c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pljava-V1_4_3,src/C/pljava/type/AclId.c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pljava-V1_4_3,src/C/pljava/Session.c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pljava-V1_4_3,src/C/pljava/type/JavaWrapper.c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pljava-V1_4_3,src/C/pljava/type/HeapTupleHeader.c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
pljava-V1_4_3,src/java/pljava/org/postgresql/pljava/internal/Backend.java,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
pljava-V1_4_3,src/C/pljava/type/LargeObject.c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pljava-V1_4_3,src/java/pljava/org/postgresql/pljava/internal/ErrorData.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pljava-V1_4_3,src/java/pljava/org/postgresql/pljava/internal/Oid.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
pljava-V1_4_3,src/java/pljava/org/postgresql/pljava/jdbc/SingleRowReader.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
pljava-V1_4_3,src/java/pljava/org/postgresql/pljava/internal/TupleDesc.java,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
pljava-V1_4_3,src/java/pljava/org/postgresql/pljava/jdbc/Invocation.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
pljava-V1_4_3,src/C/pljava/type/ErrorData.c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pljava-V1_4_3,src/java/pljava/org/postgresql/pljava/internal/Relation.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
pljava-V1_4_3,src/java/pljava/org/postgresql/pljava/jdbc/SQLInputFromChunk.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
pljava-V1_4_3,src/java/pljava/org/postgresql/pljava/internal/SubXactListener.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
pljava-V1_4_3,src/C/include/pljava/pljava.h,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pljava-V1_4_3,src/C/pljava/SQLInputFromChunk.c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pljava-V1_4_3,src/C/pljava/XactListener.c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pljava-V1_4_3,src/C/pljava/type/Tuple.c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pljava-V1_4_3,src/java/pljava/org/postgresql/pljava/internal/Session.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
pljava-V1_4_3,src/java/pljava/org/postgresql/pljava/internal/JavaWrapper.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
pljava-V1_4_3,src/C/pljava/type/Oid.c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pljava-V1_4_3,src/C/pljava/Backend.c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
pljava-V1_4_3,src/java/pljava/org/postgresql/pljava/internal/LargeObject.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pljava-V1_4_3,src/C/pljava/JNICalls.c,5,0,0,0,8,0,6,0,0,0,0,0,0,0,0,1
pljava-V1_4_3,src/C/pljava/PgSavepoint.c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pljava-V1_4_3,src/java/pljava/org/postgresql/pljava/internal/PgSavepoint.java,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
pljava-V1_4_3,src/java/pljava/org/postgresql/pljava/internal/Portal.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pljava-V1_4_3,src/C/pljava/type/Composite.c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
realm-java-v2.3.2,realm/realm-library/src/main/java/io/realm/internal/Util.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
realm-java-v2.3.2,realm/realm-library/src/main/cpp/util.cpp,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,1
realm-java-v2.3.2,realm/realm-library/src/main/java/io/realm/Property.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
realm-java-v2.3.2,realm/realm-library/src/main/cpp/jni_util/jni_utils.hpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
realm-java-v2.3.2,realm/realm-library/src/main/java/io/realm/RealmObjectSchema.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
realm-java-v2.3.2,realm/realm-library/src/main/cpp/io_realm_internal_UncheckedRow.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
realm-java-v2.3.2,realm/realm-library/src/main/cpp/io_realm_internal_TableView.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
realm-java-v2.3.2,realm/realm-library/src/main/cpp/jni_util/java_local_ref.hpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
realm-java-v2.3.2,realm/realm-library/src/main/cpp/io_realm_internal_Table.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
realm-java-v2.3.2,realm/realm-library/src/main/java/io/realm/internal/TableQuery.java,0,15,0,0,0,0,0,0,0,0,1,0,0,6,0,1
realm-java-v2.3.2,realm/realm-library/src/main/cpp/io_realm_Property.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
realm-java-v2.3.2,realm/realm-library/src/main/java/io/realm/internal/SharedRealm.java,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
realm-java-v2.3.2,realm/realm-library/src/main/cpp/jni_util/java_method.hpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
realm-java-v2.3.2,realm/realm-library/src/main/java/io/realm/internal/Table.java,0,23,0,0,0,0,0,0,0,0,1,0,0,1,0,1
realm-java-v2.3.2,realm/realm-library/src/main/cpp/io_realm_RealmFileUserStore.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
realm-java-v2.3.2,realm/realm-library/src/main/cpp/objectserver_shared.hpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
realm-java-v2.3.2,realm/realm-library/src/main/java/io/realm/internal/LinkView.java,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1
realm-java-v2.3.2,realm/realm-library/src/main/cpp/io_realm_RealmSchema.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
realm-java-v2.3.2,realm/realm-library/src/main/cpp/jni_util/java_method.cpp,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1
realm-java-v2.3.2,realm/realm-library/src/main/java/io/realm/internal/CheckedRow.java,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,1
realm-java-v2.3.2,realm/realm-library/src/main/cpp/jni_util/jni_utils.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
realm-java-v2.3.2,realm/realm-library/src/main/cpp/io_realm_internal_NativeObjectReference.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
realm-java-v2.3.2,realm/realm-library/src/main/java/io/realm/RealmSchema.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
realm-java-v2.3.2,realm/realm-library/src/main/cpp/io_realm_internal_objectserver_ObjectServerSession.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
realm-java-v2.3.2,realm/realm-library/src/main/cpp/jni_util/log.cpp,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
realm-java-v2.3.2,realm/realm-library/src/main/cpp/tablebase_tpl.hpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
realm-java-v2.3.2,realm/realm-library/src/main/cpp/java_binding_context.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
realm-java-v2.3.2,realm/realm-library/src/main/cpp/io_realm_internal_SharedRealm.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
realm-java-v2.3.2,realm/realm-library/src/main/cpp/io_realm_internal_TableQuery.cpp,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1
realm-java-v2.3.2,realm/realm-library/src/main/cpp/jni_util/java_global_weak_ref.hpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
realm-java-v2.3.2,realm/realm-library/src/main/cpp/io_realm_RealmObjectSchema.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
realm-java-v2.3.2,realm/realm-library/src/main/cpp/io_realm_internal_TestUtil.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
realm-java-v2.3.2,realm/realm-library/src/main/cpp/io_realm_log_RealmLog.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
realm-java-v2.3.2,realm/realm-library/src/main/java/io/realm/internal/TableView.java,0,4,0,0,0,0,0,0,0,0,0,0,2,2,0,0
realm-java-v2.3.2,realm/realm-library/src/main/java/io/realm/internal/NativeObjectReference.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
realm-java-v2.3.2,realm/realm-library/src/main/java/io/realm/log/RealmLog.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
realm-java-v2.3.2,realm/realm-library/src/main/cpp/io_realm_internal_Util.cpp,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
realm-java-v2.3.2,realm/realm-library/src/objectServer/java/io/realm/internal/objectserver/ObjectServerSession.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
realm-java-v2.3.2,realm/realm-library/src/objectServer/java/io/realm/SyncManager.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
realm-java-v2.3.2,realm/realm-library/src/main/cpp/jni_util/java_global_weak_ref.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
realm-java-v2.3.2,realm/realm-library/src/main/java/io/realm/internal/UncheckedRow.java,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
realm-java-v2.3.2,realm/realm-library/src/main/cpp/util.hpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
realm-java-v2.3.2,realm/realm-library/src/main/cpp/jni_util/log.hpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
realm-java-v2.3.2,realm/realm-library/src/objectServer/java/io/realm/RealmFileUserStore.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
realm-java-v2.3.2,realm/realm-library/src/main/cpp/io_realm_SyncManager.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
realm-java-v2.3.2,realm/realm-library/src/main/cpp/io_realm_internal_CheckedRow.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
realm-java-v2.3.2,realm/realm-library/src/main/cpp/io_realm_internal_LinkView.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
realm-java-v2.3.2,realm/realm-library/src/main/cpp/java_binding_context.hpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
realm-java-v2.3.2,realm/realm-library/src/main/java/io/realm/internal/TestUtil.java,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1
realm-java-v5.15.0,realm/realm-library/src/main/java/io/realm/internal/OsSchemaInfo.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
realm-java-v5.15.0,realm/realm-library/src/main/java/io/realm/internal/OsSharedRealm.java,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
realm-java-v5.15.0,realm/realm-library/src/main/cpp/io_realm_internal_OsObjectStore.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
realm-java-v5.15.0,realm/realm-library/src/objectServer/java/io/realm/internal/objectstore/OsAsyncOpenTask.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
realm-java-v5.15.0,realm/realm-library/src/main/cpp/io_realm_internal_OsResults.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
realm-java-v5.15.0,realm/realm-library/src/main/cpp/io_realm_internal_Property.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
realm-java-v5.15.0,realm/realm-library/src/main/cpp/io_realm_RealmFileUserStore.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
realm-java-v5.15.0,realm/realm-library/src/main/cpp/java_class_global_def.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
realm-java-v5.15.0,realm/realm-library/src/main/cpp/io_realm_internal_objectstore_OsAsyncOpenTask.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
realm-java-v5.15.0,realm/realm-library/src/main/cpp/jni_util/jni_utils.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
realm-java-v5.15.0,realm/realm-library/src/main/cpp/jni_util/java_exception_thrower.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
realm-java-v5.15.0,realm/realm-library/src/main/java/io/realm/internal/Property.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
realm-java-v5.15.0,realm/realm-library/src/main/cpp/io_realm_internal_TestUtil.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
realm-java-v5.15.0,realm/realm-library/src/main/cpp/jni_util/java_global_weak_ref.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
realm-java-v5.15.0,realm/realm-library/src/main/cpp/io_realm_internal_CheckedRow.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
realm-java-v5.15.0,realm/realm-library/src/main/cpp/io_realm_internal_core_IncludeDescriptor.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
realm-java-v5.15.0,realm/realm-library/src/main/cpp/io_realm_SyncManager.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
realm-java-v5.15.0,realm/realm-library/src/main/cpp/jni_util/jni_utils.hpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
realm-java-v5.15.0,realm/realm-library/src/main/cpp/io_realm_internal_UncheckedRow.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
realm-java-v5.15.0,realm/realm-library/src/main/cpp/jni_util/java_local_ref.hpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
realm-java-v5.15.0,realm/realm-library/src/main/java/io/realm/internal/OsRealmConfig.java,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
realm-java-v5.15.0,realm/realm-library/src/main/cpp/io_realm_internal_core_DescriptorOrdering.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
realm-java-v5.15.0,realm/realm-library/src/main/cpp/io_realm_internal_OsSharedRealm.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
realm-java-v5.15.0,realm/realm-library/src/main/java/io/realm/internal/core/DescriptorOrdering.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
realm-java-v5.15.0,realm/realm-library/src/main/cpp/java_class_global_def.hpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
realm-java-v5.15.0,realm/realm-library/src/main/cpp/io_realm_RealmQuery.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
realm-java-v5.15.0,realm/realm-library/src/main/cpp/io_realm_SyncSession.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
realm-java-v5.15.0,realm/realm-library/src/main/cpp/jni_util/log.cpp,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
realm-java-v5.15.0,realm/realm-library/src/main/cpp/io_realm_ClientResetRequiredError.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
realm-java-v5.15.0,realm/realm-library/src/main/cpp/io_realm_internal_OsCollectionChangeSet.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
realm-java-v5.15.0,realm/realm-library/src/main/cpp/observable_collection_wrapper.hpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
realm-java-v5.15.0,realm/realm-library/src/main/cpp/java_accessor.hpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
realm-java-v5.15.0,realm/realm-library/src/main/cpp/subscription_wrapper.hpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
realm-java-v5.15.0,realm/realm-library/src/main/java/io/realm/internal/OsResults.java,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
realm-java-v5.15.0,realm/realm-library/src/main/java/io/realm/log/RealmLog.java,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
realm-java-v5.15.0,realm/realm-library/src/main/cpp/util.cpp,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
realm-java-v5.15.0,realm/realm-library/src/main/java/io/realm/internal/OsObjectStore.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
realm-java-v5.15.0,realm/realm-library/src/main/cpp/jni_util/java_exception_thrower.hpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
realm-java-v5.15.0,realm/realm-library/src/main/java/io/realm/internal/core/IncludeDescriptor.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
realm-java-v5.15.0,realm/realm-library/src/main/cpp/io_realm_internal_OsList.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
realm-java-v5.15.0,realm/realm-library/src/main/java/io/realm/internal/OsObject.java,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
realm-java-v5.15.0,realm/realm-library/src/main/java/io/realm/internal/TableQuery.java,0,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0
realm-java-v5.15.0,realm/realm-library/src/main/cpp/jni_util/java_class.hpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
realm-java-v5.15.0,realm/realm-library/src/main/java/io/realm/internal/sync/OsSubscription.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
realm-java-v5.15.0,realm/realm-library/src/main/cpp/java_binding_context.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
realm-java-v5.15.0,realm/realm-library/src/main/cpp/jni_util/java_global_weak_ref.hpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
realm-java-v5.15.0,realm/realm-library/src/main/cpp/io_realm_log_RealmLog.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
realm-java-v5.15.0,realm/realm-library/src/main/java/io/realm/internal/NativeObjectReference.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
realm-java-v5.15.0,realm/realm-library/src/main/cpp/io_realm_internal_Util.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
realm-java-v5.15.0,realm/realm-library/src/main/java/io/realm/internal/OsObjectSchemaInfo.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
realm-java-v5.15.0,realm/realm-library/src/main/cpp/io_realm_internal_OsRealmConfig.cpp,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
realm-java-v5.15.0,realm/realm-library/src/main/java/io/realm/internal/UncheckedRow.java,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
realm-java-v5.15.0,realm/realm-library/src/main/cpp/jni_util/log.hpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
realm-java-v5.15.0,realm/realm-library/src/objectServer/java/io/realm/RealmFileUserStore.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
realm-java-v5.15.0,realm/realm-library/src/main/cpp/jni_util/java_global_ref.hpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
realm-java-v5.15.0,realm/realm-library/src/main/java/io/realm/internal/Util.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
realm-java-v5.15.0,realm/realm-library/src/objectServer/java/io/realm/ClientResetRequiredError.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
realm-java-v5.15.0,realm/realm-library/src/main/cpp/io_realm_internal_OsObject.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
realm-java-v5.15.0,realm/realm-library/src/main/cpp/java_query_descriptor.hpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
realm-java-v5.15.0,realm/realm-library/src/main/cpp/io_realm_internal_Table.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
realm-java-v5.15.0,realm/realm-library/src/main/cpp/io_realm_internal_objectstore_OsObjectBuilder.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
realm-java-v5.15.0,realm/realm-library/src/main/java/io/realm/internal/OsList.java,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
realm-java-v5.15.0,realm/realm-library/src/main/cpp/jni_util/java_method.hpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
realm-java-v5.15.0,realm/realm-library/src/main/java/io/realm/internal/Table.java,0,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0
realm-java-v5.15.0,realm/realm-library/src/main/cpp/io_realm_internal_sync_OsSubscription.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
realm-java-v5.15.0,realm/realm-library/src/main/cpp/jni_util/java_class.cpp,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
realm-java-v5.15.0,realm/realm-library/src/main/cpp/jni_util/java_method.cpp,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
realm-java-v5.15.0,realm/realm-library/src/main/java/io/realm/internal/OsCollectionChangeSet.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
realm-java-v5.15.0,realm/realm-library/src/objectServer/java/io/realm/SyncSession.java,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
realm-java-v5.15.0,realm/realm-library/src/main/java/io/realm/internal/CheckedRow.java,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0
realm-java-v5.15.0,realm/realm-library/src/main/cpp/io_realm_internal_OsObjectSchemaInfo.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
realm-java-v5.15.0,realm/realm-library/src/main/cpp/io_realm_internal_NativeObjectReference.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
realm-java-v5.15.0,realm/realm-library/src/main/cpp/io_realm_internal_OsSchemaInfo.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
realm-java-v5.15.0,realm/realm-library/src/main/cpp/io_realm_internal_TableQuery.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
realm-java-v5.15.0,realm/realm-library/src/main/java/io/realm/RealmQuery.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
realm-java-v5.15.0,realm/realm-library/src/objectServer/java/io/realm/SyncManager.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
realm-java-v5.15.0,realm/realm-library/src/main/cpp/util.hpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
realm-java-v5.15.0,realm/realm-library/src/main/java/io/realm/internal/objectstore/OsObjectBuilder.java,0,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0
realm-java-v5.15.0,realm/realm-library/src/main/cpp/java_binding_context.hpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
realm-java-v5.15.0,realm/realm-library/src/main/java/io/realm/internal/TestUtil.java,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
realm-java-v5.15.0,realm/realm-library/src/main/cpp/java_object_accessor.hpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
realm-java-v5.7.1,realm/realm-library/src/main/java/io/realm/internal/Util.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
realm-java-v5.7.1,realm/realm-library/src/main/cpp/util.cpp,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1
realm-java-v5.7.1,realm/realm-library/src/main/java/io/realm/internal/OsSchemaInfo.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
realm-java-v5.7.1,realm/realm-library/src/main/java/io/realm/internal/OsObjectStore.java,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
realm-java-v5.7.1,realm/realm-library/src/objectServer/java/io/realm/ClientResetRequiredError.java,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
realm-java-v5.7.1,realm/realm-library/src/main/cpp/jni_util/java_exception_thrower.hpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
realm-java-v5.7.1,realm/realm-library/src/main/java/io/realm/internal/OsSharedRealm.java,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
realm-java-v5.7.1,realm/realm-library/src/main/cpp/io_realm_internal_OsObjectStore.cpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
realm-java-v5.7.1,realm/realm-library/src/main/cpp/jni_util/jni_utils.hpp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
